42339;-0,3761247;0,1534386;2,337724;1;-0,3949172;0,2201612;2,364859;1;-0,4054813;0,5714093;2,355003;1;-0,3653276;0,732051;2,349803;1;-0,5262845;0,4413608;2,273727;1;-0,5972821;0,228344;2,262285;1;-0,6005068;0,04237413;2,222815;1;-0,6003018;-0,002309594;2,215541;1;-0,2566919;0,4550009;2,414318;1;-0,2027122;0,2476336;2,457081;1;-0,1279253;0,04814784;2,388133;1;-0,1337902;-0,01276843;2,385589;1;-0,4320375;0,08280346;2,302418;1;-0,4545986;-0,2971476;2,357968;1;-0,4471388;-0,5460854;2,375384;1;-0,4739092;-0,4815566;2,353617;1;-0,3107208;0,08894148;2,363183;1;-0,3105784;-0,306666;2,336666;1;-0,3086595;-0,5594149;2,307163;1;-0,3191026;-0,4839215;2,297082;1
42401;-0,3771207;0,153713;2,338765;1;-0,3962237;0,2202692;2,365773;1;-0,4074455;0,5708233;2,356038;1;-0,3661759;0,7322568;2,350895;1;-0,5271304;0,4413121;2,274132;1;-0,606182;0,204829;2,261902;1;-0,5980273;0,02620605;2,17679;1;-0,5948291;-0,0268451;2,153362;1;-0,2585239;0,4559094;2,416864;1;-0,2004595;0,240278;2,477375;1;-0,09732907;0,07707953;2,394842;1;-0,1091269;0,01437396;2,395503;1;-0,4327588;0,08287482;2,303173;1;-0,4547778;-0,2967146;2,358812;1;-0,447005;-0,5455297;2,376324;1;-0,4750164;-0,481779;2,35397;1;-0,3117264;0,08936533;2,364532;1;-0,3155681;-0,3049794;2,338271;1;-0,3047461;-0,557242;2,306077;1;-0,3188681;-0,4818179;2,297109;1
42666;-0,3926816;0,178604;2,377154;1;-0,4148324;0,2401226;2,400736;1;-0,4299418;0,5694931;2,392271;1;-0,3950345;0,7334681;2,387067;1;-0,5336694;0,4441213;2,285168;1;-0,615177;0,5275056;2,102833;1;-0,6004813;0,7101846;2,060575;1;-0,6039417;0,7487126;2,063992;1;-0,2622455;0,4767747;2,486061;1;-0,1063596;0,5177459;2,558172;1;-0,05748798;0,6943995;2,505502;1;-0,05370475;0,6939196;2,50873;1;-0,4464003;0,09532764;2,32979;1;-0,452968;-0,2982441;2,362353;1;-0,4567633;-0,5485322;2,387984;1;-0,4698461;-0,4814813;2,367465;1;-0,3240914;0,1110363;2,413331;1;-0,3311325;-0,2846378;2,322748;1;-0,3109646;-0,5409786;2,292956;1;-0,3282571;-0,4705937;2,293745;1
42869;-0,3873147;0,1996092;2,383638;1;-0,4116823;0,2560474;2,410419;1;-0,4334767;0,5771866;2,410548;1;-0,4033442;0,7346298;2,409595;1;-0,533046;0,4480818;2,287515;1;-0,600731;0,6017527;2,112231;1;-0,5586282;0,7963004;2,081587;1;-0,5460985;0,8534896;2,120461;1;-0,2669945;0,5188012;2,476585;1;-0,1370576;0,6538545;2,419701;1;-0,2198177;0,8819082;2,414721;1;-0,2554083;0,9198897;2,419441;1;-0,4411143;0,1155103;2,333912;1;-0,4535974;-0,299414;2,367081;1;-0,4597176;-0,5522365;2,400703;1;-0,4687334;-0,483719;2,371289;1;-0,3112492;0,142637;2,411255;1;-0,3251142;-0,2392269;2,320657;1;-0,3089845;-0,4987874;2,27681;1;-0,3240133;-0,4316326;2,259727;1
43243;-0,3456279;0,1889507;2,288906;1;-0,3681608;0,2472985;2,334335;1;-0,3875152;0,5822812;2,355241;1;-0,3579288;0,7451163;2,352066;1;-0,5057183;0,4493449;2,251258;1;-0,5734287;0,3648419;2,008748;1;-0,5044022;0,436977;1,851332;1;-0,4785599;0,5244844;1,850363;1;-0,2391684;0,4944028;2,358664;1;-0,1241648;0,3388577;2,198557;1;-0,1370926;0,4486361;2,043224;1;-0,1424102;0,5028941;1,999511;1;-0,4006922;0,1199236;2,250319;1;-0,4005737;-0,2979159;2,211066;1;-0,4462795;-0,5431242;2,24958;1;-0,4213461;-0,464682;2,209721;1;-0,2780599;0,1304257;2,30563;1;-0,2912549;-0,2632315;2,252927;1;-0,3009917;-0,4989409;2,259213;1;-0,2960037;-0,4375054;2,224324;1
43477;-0,3304355;0,1892453;2,203427;1;-0,3486206;0,2482006;2,245478;1;-0,3549863;0,5865341;2,233345;1;-0,3219443;0,7548231;2,226931;1;-0,4752924;0,4525678;2,157844;1;-0,5429961;0,2479068;2,109505;1;-0,5675284;0,06361134;2,12392;1;-0,5702358;-0,006357901;2,155794;1;-0,2079332;0,4838066;2,245214;1;-0,1539404;0,2614517;2,19826;1;-0,1448289;0,08123975;2,126082;1;-0,1428407;0,007555069;2,101198;1;-0,3853199;0,123456;2,167341;1;-0,4042947;-0,284765;2,092283;1;-0,4229318;-0,5265383;2,043362;1;-0,4181578;-0,4292669;2,029177;1;-0,2650474;0,1267944;2,219018;1;-0,272784;-0,2705921;2,210912;1;-0,2886541;-0,5052145;2,237682;1;-0,2776197;-0,4414147;2,192583;1
43649;-0,3335389;0,1850533;2,079974;1;-0,3489535;0,2472677;2,125973;1;-0,3557659;0,5941532;2,122702;1;-0,3225442;0,7639292;2,120471;1;-0,4775594;0,460169;2,048002;1;-0,5455556;0,237063;2,032682;1;-0,5800871;0,05943554;2,03426;1;-0,574483;0,02196957;2,055943;1;-0,2107596;0,4798107;2,118665;1;-0,1614912;0,2407602;2,085375;1;-0,1621021;0,08005417;2,022639;1;-0,1570728;0,01331463;2,002627;1;-0,389506;0,1233859;2,049765;1;-0,4083558;-0,2750449;1,968032;1;-0,4079324;-0,5195825;1,903679;1;-0,4073491;-0,4159242;1,918252;1;-0,2706075;0,1204573;2,092884;1;-0,2759084;-0,2860717;2,093274;1;-0,2928209;-0,5230916;2,131864;1;-0,2752519;-0,4376496;2,097999;1
44055;-0,3408433;0,1874056;1,905638;1;-0,3568754;0,25044;1,955065;1;-0,3688509;0,6037536;1,948441;1;-0,3291652;0,7560461;1,955888;1;-0,4936196;0,4733675;1,880988;1;-0,5823414;0,2554374;1,777735;1;-0,6013702;0,1350453;1,607354;1;-0,5993824;0,1115611;1,580532;1;-0,2249344;0,4806085;1,9394;1;-0,1826405;0,219563;1,926283;1;-0,1598071;0,05575866;1,813576;1;-0,1608862;-0,0133752;1,780264;1;-0,3956924;0,1241855;1,874079;1;-0,4279096;-0,2601271;1,858724;1;-0,4095609;-0,5114007;1,838121;1;-0,4374588;-0,405682;1,853858;1;-0,2779646;0,1232767;1,920429;1;-0,2735173;-0,2710896;1,818474;1;-0,297711;-0,5090938;1,754031;1;-0,2659316;-0,4125545;1,73864;1
44226;-0,3236045;0,1799486;1,732763;1;-0,3393738;0,2440717;1,785931;1;-0,3513767;0,6102789;1,786583;1;-0,3036752;0,7509056;1,80395;1;-0,4732359;0,4739072;1,716108;1;-0,5614888;0,213236;1,662322;1;-0,5833997;0,07658496;1,508089;1;-0,5758505;0,05283916;1,502137;1;-0,2146428;0,4745233;1,767476;1;-0,1509091;0,2095128;1,789011;1;-0,125847;0,008741507;1,716466;1;-0,1211834;-0,05765738;1,706116;1;-0,3768255;0,1166199;1,695099;1;-0,3849444;-0,2610556;1,68453;1;-0,4384202;-0,4810905;1,739431;1;-0,4246806;-0,391023;1,687456;1;-0,263027;0,1165579;1,75147;1;-0,262428;-0,2647786;1,649023;1;-0,2760567;-0,5066146;1,571432;1;-0,2471386;-0,4033657;1,593703;1
44445;-0,3205576;0,1837006;1,583434;1;-0,3275822;0,250511;1,631858;1;-0,3226965;0,6178954;1,611938;1;-0,2492943;0,7437578;1,647689;1;-0,450878;0,4819949;1,555409;1;-0,547615;0,2168817;1,555362;1;-0,5841399;0,0274469;1,499861;1;-0,5844644;-0,03352226;1,493152;1;-0,2004898;0,4812388;1,587566;1;-0,1260631;0,2497068;1,618133;1;-0,09688612;0,03974333;1,527462;1;-0,08914035;-0,03954314;1,501331;1;-0,3769342;0,1265408;1,560145;1;-0,3908577;-0,2255144;1,485305;1;-0,3724298;-0,4451601;1,544579;1;-0,3876176;-0,3634128;1,482998;1;-0,2642881;0,1220279;1,594673;1;-0,2495127;-0,2249012;1,582308;1;-0,432149;-0,1725803;1,468448;1;-0,3738808;-0,2013534;1,51373;1
44632;-0,3362313;0,1910449;1,481545;1;-0,3394092;0,2554785;1,519;1;-0,3285657;0,5908132;1,487387;1;-0,2304247;0,7186297;1,503027;1;-0,4496104;0,4872462;1,451864;1;-0,5466099;0,2195731;1,448592;1;-0,5869729;0,01966764;1,405719;1;-0,5945659;-0,04122201;1,393235;1;-0,1910692;0,482069;1,48492;1;-0,1170201;0,2553202;1,461842;1;-0,1068357;0,06119726;1,35056;1;-0,1153064;-0,01905076;1,329095;1;-0,3977219;0,1340929;1,464483;1;-0,425593;-0,1947386;1,387028;1;-0,256442;-0,3251069;1,4796;1;-0,3271226;-0,2990255;1,413733;1;-0,2771725;0,1284153;1,492075;1;-0,2579959;-0,2022725;1,520768;1;-0,2623136;-0,4053025;1,493855;1;-0,2554531;-0,3331924;1,522654;1
45022;-0,392574;0,1384261;1,140564;1;-0,3878503;0,1844469;1,160767;1;-0,3312606;0,4142673;1,139271;1;-0,2272947;0,5736726;1,201658;1;-0,4606495;0,3521125;1,091329;1;-0,5356293;0,1488083;1,09443;1;-0,4562852;-0,09237698;0,9990059;1;-0,4619273;-0,1691858;0,9647274;1;-0,2124429;0,2655351;1,124675;1;-0,267312;0,1923008;0,9513153;1;-0,2141196;0,02581131;1,028459;1;-0,1802014;-0,05559048;1,044317;1;-0,4850621;0,08754981;1,109581;1;-0,545261;-0,2254681;1,122566;1;-0,5725089;-0,5203;1,178913;1;-0,5812925;-0,5705425;1,107204;1;-0,3373981;0,06700779;1,162409;1;-0,4358221;-0,2232974;0,9691613;1;-0,536774;-0,417553;0,7674674;1;-0,5363837;-0,4335934;0,685973;1
45225;0;0;0;1;0;0;0;1;-0,3198196;0,2149269;0,8548069;1;-0,22666;0,3762999;0,9258978;1;-0,3830045;0,1544858;0,7934;1;-0,3007;-0,006336848;0,84568;1;-0,2399031;0,1848635;0,8536946;1;-0,3196759;0,1560831;0,828245;1;-0,2027452;0,1406774;0,814488;1;-0,3068624;-0,004885741;0,7709802;1;-0,2941599;0,151077;0,8103319;1;-0,3066152;0,2502847;0,8665649;1;0;0;0;1;-0,1231083;0,1268642;0,4802976;1;-0,1292758;-0,05113006;0,6575355;1;-0,192338;-0,1013362;0,6963087;1;0;0;0;1;0;0;0;1;-0,171594;0,06076223;0,325842;1;-0,1746588;0,11583;0,3992556;1
